"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"NLK"	"NLK"	3.70183987682063e-56	0.546413197997048	0.124	0.012	1.04747261154517e-51	"11"
"IL4R.1"	"IL4R"	9.77490487368653e-56	0.906780434683553	0.288	0.058	2.76590708305834e-51	"11"
"LCK.1"	"LCK"	2.03347798855802e-54	0.981035029347682	0.336	0.079	5.75392931642378e-50	"11"
"EAF2.1"	"EAF2"	6.19990334445761e-53	1.03884458816763	0.38	0.101	1.75432465034772e-48	"11"
"CCDC28B"	"CCDC28B"	1.78738966164565e-52	0.477131460520505	0.124	0.013	5.05759778659254e-48	"11"
"TMEM123.3"	"TMEM123"	1.70679528621587e-51	1.44352055365149	0.511	0.189	4.82954794187642e-47	"11"
"CD79B.5"	"CD79B"	9.46007870035972e-51	1.54403396599834	0.814	0.575	2.67682386905379e-46	"11"
"B2M.4"	"B2M"	3.30766110405048e-50	-0.65828872820641	1	0.999	9.35935786002124e-46	"11"
"BCL6"	"BCL6"	1.13225733672529e-49	0.80138965163495	0.204	0.035	3.20383535999789e-45	"11"
"HLA-DMB.5"	"HLA-DMB"	2.52771356821859e-49	1.37684595286469	0.748	0.428	7.15241831263133e-45	"11"
"CD74.4"	"CD74"	5.87365974503267e-49	0.829524907573147	1	0.995	1.66201076145445e-44	"11"
"CXCR4.6"	"CXCR4"	7.46412978480218e-49	-1.11089490038571	0.799	0.945	2.11205016390763e-44	"11"
"ABRACL.3"	"ABRACL"	9.36177161400132e-49	1.0183135730257	0.401	0.117	2.64900689589781e-44	"11"
"HMGA1.1"	"HMGA1"	1.39537286161111e-48	1.19183775613015	0.478	0.167	3.94834704921479e-44	"11"
"UBE2J1.1"	"UBE2J1"	4.57601991279055e-46	1.32713134419786	0.464	0.166	1.29483059452321e-41	"11"
"MS4A1.6"	"MS4A1"	2.50634373081903e-45	1.29535373999055	0.934	0.826	7.09195022072552e-41	"11"
"LIMS1.1"	"LIMS1"	2.35291560681071e-44	0.836132738026184	0.303	0.075	6.6578100010316e-40	"11"
"SPATS2"	"SPATS2"	3.31651544352417e-44	0.937552570652413	0.23	0.047	9.38441209899598e-40	"11"
"S1PR2"	"S1PR2"	4.5623708936824e-44	0.484105683051535	0.135	0.018	1.29096846807637e-39	"11"
"MT-ND2.3"	"MT-ND2"	1.01145821985634e-43	-0.89729174059132	0.876	0.966	2.86202217890551e-39	"11"
"ARPC2.3"	"ARPC2"	3.5676474326317e-43	1.18148129307375	0.81	0.635	1.00950151753747e-38	"11"
"ERP44.1"	"ERP44"	1.93422902589784e-42	1.20176487169857	0.423	0.143	5.47309445168053e-38	"11"
"LIMD2.3"	"LIMD2"	3.33395634028138e-42	1.15478266689884	0.781	0.513	9.4337628604602e-38	"11"
"SERF2.1"	"SERF2"	9.26820630221639e-42	1.16699927184327	0.916	0.834	2.62253165527515e-37	"11"
"HLA-DRA.6"	"HLA-DRA"	2.06063327610488e-41	0.590921659801999	0.996	0.99	5.83076791806638e-37	"11"
"HMGN1.1"	"HMGN1"	3.59170675417589e-41	1.38504056688065	0.763	0.551	1.01630934316161e-36	"11"
"CORO1A.4"	"CORO1A"	4.97287547763691e-41	0.994194653629961	0.88	0.714	1.40712484515214e-36	"11"
"FAM3C"	"FAM3C"	5.05577806553488e-41	1.11318041533932	0.401	0.131	1.43058296142375e-36	"11"
"CD180"	"CD180"	1.40631083176291e-40	0.758155458222322	0.248	0.057	3.97929712955634e-36	"11"
"LCP1.4"	"LCP1"	3.13875377741085e-40	1.23946045321254	0.65	0.345	8.88141768856173e-36	"11"
"GAPDH.4"	"GAPDH"	5.32825524191693e-40	1.05003577633017	0.891	0.767	1.50768310325281e-35	"11"
"CPNE3"	"CPNE3"	7.39661335405649e-40	1.01887669279422	0.35	0.107	2.09294571466383e-35	"11"
"GCNT2"	"GCNT2"	9.45902211063074e-40	0.555489228772122	0.168	0.029	2.67652489642407e-35	"11"
"SSBP2"	"SSBP2"	4.14825782620323e-39	0.762512991467225	0.197	0.039	1.17379103450246e-34	"11"
"CD69.8"	"CD69"	5.81596863564012e-39	-1.54757884453615	0.398	0.75	1.64568648514073e-34	"11"
"MCTP2"	"MCTP2"	9.86899701423329e-39	0.726953462814946	0.19	0.037	2.79253139514745e-34	"11"
"RPL11.1"	"RPL11"	1.8831986879004e-38	-0.518546938801754	0.978	0.994	5.32869900728298e-34	"11"
"CAMK2D.1"	"CAMK2D"	2.02877944395355e-38	0.662775633557577	0.201	0.041	5.74063431461095e-34	"11"
"TSC22D3.2"	"TSC22D3"	2.03223786914574e-38	-0.950228045625483	0.723	0.905	5.75042027453477e-34	"11"
"PFN1.4"	"PFN1"	3.84320280926529e-38	0.99246365675652	0.92	0.785	1.08747266690971e-33	"11"
"CD72.4"	"CD72"	3.06189733099023e-37	1.00986859542532	0.343	0.107	8.66394468776996e-33	"11"
"CCDC88A"	"CCDC88A"	2.41361979228632e-36	0.677296462183178	0.15	0.025	6.82957856425336e-32	"11"
"CFL1.3"	"CFL1"	2.97784674725533e-36	1.04635180784479	0.883	0.771	8.42611515603368e-32	"11"
"RPS14.2"	"RPS14"	8.53349417012505e-36	-0.506689959906604	0.985	0.996	2.41463751037859e-31	"11"
"PAG1.1"	"PAG1"	4.15951588580135e-35	1.04492505038264	0.296	0.086	1.17697661504635e-30	"11"
"RPL13.1"	"RPL13"	4.73544055418968e-35	-0.486682376415356	1	0.998	1.33994025921351e-30	"11"
"LBR.1"	"LBR"	4.84921661291202e-35	1.01041269867843	0.336	0.109	1.37213433278958e-30	"11"
"HLA-DMA.4"	"HLA-DMA"	7.32247476565908e-35	1.07183321368966	0.792	0.573	2.07196745969089e-30	"11"
"ZCCHC7.1"	"ZCCHC7"	2.23685252054327e-34	1.01317416641363	0.387	0.138	6.32939789212923e-30	"11"
"BASP1.4"	"BASP1"	2.30207798101796e-34	1.17422236957416	0.544	0.254	6.51395985508842e-30	"11"
"HACD2"	"HACD2"	7.04440632469285e-34	0.667195270632193	0.164	0.032	1.99328521363509e-29	"11"
"RPS3.2"	"RPS3"	9.53588976417873e-34	-0.529564042153784	0.971	0.99	2.69827536767201e-29	"11"
"LHFPL2"	"LHFPL2"	1.80072814461505e-33	0.42176199088753	0.102	0.014	5.09534035800274e-29	"11"
"RRAS2"	"RRAS2"	3.42086610830348e-33	0.810934318592449	0.307	0.094	9.67968274005552e-29	"11"
"PRPSAP2"	"PRPSAP2"	5.64856950033278e-33	0.706891401813782	0.237	0.061	1.59831922581416e-28	"11"
"H3F3A.3"	"H3F3A"	1.32806672963344e-32	0.868029687086848	0.909	0.816	3.75789761817079e-28	"11"
"CD40.2"	"CD40"	1.40433123158853e-32	1.1598341540232	0.496	0.224	3.97369565290291e-28	"11"
"RPS27A.2"	"RPS27A"	4.9888300920555e-32	-0.405158774978719	0.993	0.995	1.41163936284802e-27	"11"
"BACH2"	"BACH2"	9.85405420785323e-32	0.64713721054073	0.168	0.035	2.78830317865415e-27	"11"
"ALOX5AP.3"	"ALOX5AP"	1.49858631948205e-31	1.06003779757439	0.58	0.295	4.24039984960641e-27	"11"
"RPL30.1"	"RPL30"	2.24286653250202e-31	-0.529502450982261	0.978	0.988	6.34641514036773e-27	"11"
"PTTG1"	"PTTG1"	2.50360374329167e-31	0.658994780206193	0.193	0.044	7.0841971520181e-27	"11"
"RPL9.2"	"RPL9"	2.54810003413482e-31	-0.556290499415034	0.949	0.985	7.21010385658789e-27	"11"
"ATP8A1"	"ATP8A1"	3.28084750078192e-31	0.668235951649295	0.186	0.042	9.28348608821252e-27	"11"
"HLA-DQB1.5"	"HLA-DQB1"	4.05020322427286e-31	0.851844770446403	0.934	0.854	1.14604550434025e-26	"11"
"LAPTM5.5"	"LAPTM5"	4.05290413761304e-31	0.760732243433559	0.901	0.818	1.14680975477899e-26	"11"
"KLHL6"	"KLHL6"	1.07628276999665e-30	0.90143764260448	0.303	0.098	3.04544972598251e-26	"11"
"HLA-DRB1.7"	"HLA-DRB1"	2.00150565088372e-30	1.03108133756324	0.945	0.91	5.66346038974057e-26	"11"
"ADA"	"ADA"	5.81111904315526e-30	0.709045074722637	0.179	0.04	1.64431424445121e-25	"11"
"CPNE5.1"	"CPNE5"	1.55994519395332e-29	0.736612536793166	0.259	0.075	4.41402092081032e-25	"11"
"RASGRP3.3"	"RASGRP3"	1.8970215385034e-29	0.827163264971555	0.361	0.131	5.36781214534923e-25	"11"
"SPI1.1"	"SPI1"	3.37434985656706e-29	0.833601047459012	0.332	0.115	9.54806035414217e-25	"11"
"SLC25A5.3"	"SLC25A5"	4.89421199197779e-29	1.08863304609388	0.599	0.353	1.38486622525003e-24	"11"
"DBI.5"	"DBI"	9.99924698615989e-29	1.01859925175985	0.555	0.291	2.8293869272038e-24	"11"
"GPR183.4"	"GPR183"	1.08468475445131e-28	-1.24999899666073	0.288	0.618	3.06922398119544e-24	"11"
"UCP2.1"	"UCP2"	1.67879581223519e-28	1.32499275860972	0.547	0.305	4.75032063030069e-24	"11"
"ACTR3.3"	"ACTR3"	1.82837239345563e-28	1.00034130138082	0.642	0.408	5.17356252452204e-24	"11"
"ATP5L"	"ATP5L"	1.83943227617644e-28	1.02498462356455	0.828	0.693	5.20485756866886e-24	"11"
"CD79A.5"	"CD79A"	1.88280717110714e-28	0.9592074464825	0.905	0.808	5.32759117136476e-24	"11"
"CD53.2"	"CD53"	1.91539532536148e-28	1.09727469452812	0.781	0.599	5.41980261264283e-24	"11"
"RPS28.2"	"RPS28"	2.52081097446854e-28	-0.500611164171607	0.956	0.985	7.13288673335617e-24	"11"
"RPLP2.2"	"RPLP2"	3.60235792720902e-28	-0.441803593136084	0.996	0.997	1.01932319908306e-23	"11"
"AC074289.1"	"AC074289.1"	3.66523092159382e-28	0.431064254283222	0.12	0.021	1.03711374157419e-23	"11"
"P2RY8"	"P2RY8"	4.53302167738222e-28	0.502916794018053	0.179	0.042	1.28266381383207e-23	"11"
"MT-ND1.2"	"MT-ND1"	4.85925631663032e-28	-0.884553836221569	0.836	0.942	1.37497516735371e-23	"11"
"TOX"	"TOX"	7.23239865237833e-28	0.710533311981039	0.164	0.037	2.04647952267697e-23	"11"
"RPL34.2"	"RPL34"	1.21999999922935e-27	-0.412198016281848	0.989	0.996	3.45211199781937e-23	"11"
"ARPC1B.4"	"ARPC1B"	2.3107471771444e-27	0.928339799407021	0.745	0.542	6.53849021244779e-23	"11"
"RPS18.1"	"RPS18"	3.27247726663471e-27	-0.437237427968075	0.996	0.998	9.25980167366958e-23	"11"
"FAM129A.1"	"FAM129A"	4.57484381540831e-27	0.529578270149104	0.142	0.029	1.29449780600794e-22	"11"
"GYPC.2"	"GYPC"	6.44689138019956e-27	0.883500364801071	0.522	0.255	1.82421238494127e-22	"11"
"DUSP1.5"	"DUSP1"	6.92830283391515e-27	-1.00124173696724	0.58	0.814	1.96043256988463e-22	"11"
"JUNB.8"	"JUNB"	8.10740587253649e-27	-1.16033970371785	0.467	0.744	2.29407156569292e-22	"11"
"TKT"	"TKT"	8.52441084371633e-27	0.859086133298548	0.358	0.144	2.41206729233797e-22	"11"
"FERMT3.1"	"FERMT3"	1.48291104121753e-26	0.7610495599164	0.318	0.113	4.19604508222913e-22	"11"
"MT-ND3.2"	"MT-ND3"	1.9413620246908e-26	-0.842816923989376	0.836	0.927	5.4932779850651e-22	"11"
"RPS21.1"	"RPS21"	2.36104303384127e-26	-0.562319869211527	0.883	0.944	6.68080736855726e-22	"11"
"HLA-DPA1.7"	"HLA-DPA1"	3.52539523966109e-26	0.602419498044839	0.971	0.935	9.97545837014501e-22	"11"
"RPS8.2"	"RPS8"	3.78226995138695e-26	-0.413865686137807	0.974	0.989	1.07023110544445e-21	"11"
"RFC1.1"	"RFC1"	4.94430740081977e-26	0.784013383593406	0.285	0.097	1.39904122213596e-21	"11"
"SORL1.2"	"SORL1"	5.62782523361114e-26	0.7450106029438	0.201	0.054	1.59244942810261e-21	"11"
"RPL13A.1"	"RPL13A"	6.51018783195168e-26	-0.407382987404791	1	0.998	1.84212274892905e-21	"11"
"FKBP1A.2"	"FKBP1A"	1.01055354539445e-25	0.940645396120807	0.431	0.196	2.85946231204814e-21	"11"
"MZB1"	"MZB1"	1.11162937109369e-25	0.807067057506721	0.281	0.094	3.14546646844672e-21	"11"
"RPS23.2"	"RPS23"	1.50292714405076e-25	-0.41917182875823	0.985	0.993	4.25268264680602e-21	"11"
"GGA2.1"	"GGA2"	2.15427992043137e-25	0.910461552717549	0.42	0.192	6.09575046285261e-21	"11"
"RPL3.1"	"RPL3"	2.23258722275124e-25	-0.42017436574966	0.974	0.989	6.3173288054969e-21	"11"
"RPL32.2"	"RPL32"	2.95763601301179e-25	-0.379186762589226	0.996	0.995	8.36892686241817e-21	"11"
"GCHFR"	"GCHFR"	4.08503576938347e-25	0.824921284864593	0.226	0.068	1.15590172130475e-20	"11"
"NSMCE1"	"NSMCE1"	4.19961936171929e-25	0.623476133826341	0.226	0.067	1.18832429459209e-20	"11"
"VPREB3.3"	"VPREB3"	5.50265380036015e-25	1.18324165450504	0.719	0.545	1.55703091934991e-20	"11"
"MBD4.1"	"MBD4"	6.55025933977226e-25	1.0205263725544	0.489	0.248	1.85346138278196e-20	"11"
"PDIA4"	"PDIA4"	1.12566562517527e-24	0.620707570593151	0.204	0.057	3.18518345299594e-20	"11"
"CD81.2"	"CD81"	1.93472467139072e-24	0.894264670237505	0.365	0.15	5.47449693016718e-20	"11"
"LYPLA1"	"LYPLA1"	1.9940717598957e-24	0.817677807455005	0.358	0.142	5.64242545180088e-20	"11"
"CCDC69"	"CCDC69"	3.26256147241789e-24	0.6885175027905	0.277	0.095	9.23174394235365e-20	"11"
"QPCT"	"QPCT"	3.79937561408484e-24	0.36092070697321	0.106	0.019	1.07507132376145e-19	"11"
"RPL39.2"	"RPL39"	4.06030454379912e-24	-0.451853162161369	0.974	0.986	1.1489037737134e-19	"11"
"MT-ND4.1"	"MT-ND4"	4.26998147151331e-24	-0.529269933158273	0.956	0.98	1.20823395717941e-19	"11"
"KIAA0922"	"KIAA0922"	7.20360986486148e-24	0.607799749307057	0.241	0.077	2.0383334473612e-19	"11"
"MT-CYB.2"	"MT-CYB"	7.6497741160312e-24	-0.723460775766055	0.916	0.969	2.16458008387219e-19	"11"
"SH2B2"	"SH2B2"	7.77569522002605e-24	0.481021039918687	0.15	0.035	2.20021071945857e-19	"11"
"HLA-DPB1.5"	"HLA-DPB1"	1.15770821058507e-23	0.562594866041037	0.974	0.936	3.27585115267153e-19	"11"
"P2RX5.3"	"P2RX5"	1.3816308371977e-23	0.776082293649899	0.343	0.137	3.90946261693462e-19	"11"
"GPR18.2"	"GPR18"	2.85744302498273e-23	0.790686360055991	0.259	0.088	8.08542078349113e-19	"11"
"PIM1.1"	"PIM1"	3.01822685630801e-23	0.457267002504916	0.124	0.026	8.54037471260914e-19	"11"
"RPL14.1"	"RPL14"	3.09050750610211e-23	-0.442088619270293	0.949	0.97	8.74490003926653e-19	"11"
"CLIC4"	"CLIC4"	4.55659699263029e-23	0.540071781191899	0.175	0.046	1.28933468503467e-18	"11"
"HLA-DQA1.7"	"HLA-DQA1"	5.21238643523272e-23	0.826584545687977	0.909	0.766	1.47489686571345e-18	"11"
"RP5-887A10.1.6"	"RP5-887A10.1"	1.09064847702834e-22	-1.37628754931145	0.113	0.412	3.08609893059938e-18	"11"
"RPS12.2"	"RPS12"	2.70978330159649e-22	-0.451115136245818	0.978	0.993	7.66760283019742e-18	"11"
"CYB561A3.3"	"CYB561A3"	3.22450571593515e-22	0.741586958302628	0.391	0.169	9.1240613738101e-18	"11"
"ARHGEF7"	"ARHGEF7"	4.89529527729983e-22	0.453856419570264	0.131	0.03	1.38517275166476e-17	"11"
"ARPC4.1"	"ARPC4"	5.03421442996894e-22	0.877273255121366	0.518	0.285	1.42448131510401e-17	"11"
"MTMR14.1"	"MTMR14"	5.91390498679436e-22	0.67844584705261	0.234	0.078	1.67339855506333e-17	"11"
"ARPC3.2"	"ARPC3"	7.40753988917657e-22	0.688820468539552	0.847	0.735	2.0960374870414e-17	"11"
"DNAJC10"	"DNAJC10"	1.02162915104623e-21	0.873079407492841	0.354	0.152	2.89080184580041e-17	"11"
"LYPLAL1"	"LYPLAL1"	1.33253836078637e-21	0.712768740582826	0.277	0.101	3.77055054568111e-17	"11"
"BLOC1S6"	"BLOC1S6"	1.44470338414599e-21	0.639977474113657	0.237	0.079	4.0879326957795e-17	"11"
"RNGTT"	"RNGTT"	2.07934257420099e-21	0.823215106424507	0.299	0.116	5.88370774795911e-17	"11"
"RPL35A.2"	"RPL35A"	2.0964468673788e-21	-0.387064366900313	0.985	0.984	5.93210605593506e-17	"11"
"ZFP36L2.7"	"ZFP36L2"	2.55000496828059e-21	-0.946060278592278	0.547	0.747	7.21549405824677e-17	"11"
"SMIM20"	"SMIM20"	3.15785406433725e-21	0.581852819919446	0.266	0.095	8.93546386044869e-17	"11"
"PRKCD"	"PRKCD"	3.30595043022509e-21	0.47421682611496	0.15	0.038	9.35451733736491e-17	"11"
"RPS25.1"	"RPS25"	3.59824154162741e-21	-0.388788288636436	0.974	0.989	1.01815842661889e-16	"11"
"NR4A2.5"	"NR4A2"	3.88412372449608e-21	-1.27518778962653	0.153	0.439	1.09905164908341e-16	"11"
"APLP2.1"	"APLP2"	5.22460107451484e-21	0.683395577729175	0.223	0.073	1.47835312004472e-16	"11"
"SMIM14.3"	"SMIM14"	5.26500374037122e-21	0.945331098893094	0.73	0.576	1.48978545837544e-16	"11"
"IGHG1.3"	"IGHG1"	6.24159677091896e-21	0.988961220415955	0.533	0.315	1.76612222229923e-16	"11"
"RPL36.2"	"RPL36"	9.38996710963796e-21	-0.452817822033464	0.949	0.968	2.65698509334316e-16	"11"
"RPL38.1"	"RPL38"	1.19126581626438e-20	-0.52722479336142	0.858	0.938	3.3708057537017e-16	"11"
"CSK"	"CSK"	1.51169601388974e-20	0.67282781790197	0.365	0.161	4.27749504090241e-16	"11"
"MTF2"	"MTF2"	1.87220353264327e-20	0.853546517606733	0.321	0.137	5.2975871159674e-16	"11"
"MYL6.1"	"MYL6"	1.88951877461859e-20	0.655043534376298	0.836	0.725	5.34658232466078e-16	"11"
"RPS15A.1"	"RPS15A"	2.07591261814214e-20	-0.327560852739313	0.996	0.993	5.87400234429501e-16	"11"
"TMSB4X.3"	"TMSB4X"	2.58306933242529e-20	0.343887063624681	0.996	0.999	7.30905298303059e-16	"11"
"KLF6.6"	"KLF6"	3.52686145496337e-20	-1.03627055867191	0.496	0.715	9.97960717296436e-16	"11"
"DAAM1.1"	"DAAM1"	4.07875056945002e-20	0.834129470143948	0.281	0.111	1.15412326113158e-15	"11"
"RBM6.1"	"RBM6"	4.18936896891719e-20	0.892760350362735	0.376	0.174	1.18542384344481e-15	"11"
"NCF1.1"	"NCF1"	5.52940712619097e-20	0.90147664689843	0.584	0.375	1.564601040427e-15	"11"
"PARP1"	"PARP1"	6.00704332121953e-20	0.999287930888664	0.511	0.309	1.69975297817228e-15	"11"
"STMN1"	"STMN1"	7.04837648986234e-20	0.653360068887073	0.19	0.058	1.99440861157145e-15	"11"
"STAG3.3"	"STAG3"	9.9054065110636e-20	1.07307636950483	0.365	0.171	2.80283382637056e-15	"11"
"MMD"	"MMD"	1.0539859162631e-19	0.449254614540931	0.142	0.037	2.98235854865806e-15	"11"
"SNX8"	"SNX8"	1.08390056977127e-19	0.50885896008351	0.204	0.066	3.06700505222478e-15	"11"
"PLEK.2"	"PLEK"	1.22677085207765e-19	0.698254414504525	0.281	0.109	3.47127080303891e-15	"11"
"ISG20.2"	"ISG20"	1.41560806500813e-19	1.06026144477313	0.635	0.452	4.00560458074702e-15	"11"
"MT-CO3.2"	"MT-CO3"	3.08221324826514e-19	-0.508354398096069	0.989	0.988	8.72143060729104e-15	"11"
"WDR1.1"	"WDR1"	4.01618587394222e-19	0.650298507017787	0.339	0.149	1.13641995489069e-14	"11"
"SEL1L3.1"	"SEL1L3"	4.05728662450513e-19	0.885033335228094	0.423	0.22	1.14804982326997e-14	"11"
"SEC14L1"	"SEC14L1"	4.3761871977002e-19	0.596113557510887	0.19	0.061	1.23828592946125e-14	"11"
"CASP3"	"CASP3"	5.09553970525892e-19	0.438355106523249	0.146	0.039	1.44183391500006e-14	"11"
"PRDX1.3"	"PRDX1"	5.56035853010384e-19	0.844870915605294	0.547	0.334	1.57335904967818e-14	"11"
"TCEA1.1"	"TCEA1"	8.11716721093886e-19	0.980375518088318	0.569	0.369	2.29683363400726e-14	"11"
"RANBP2.1"	"RANBP2"	8.29401064524144e-19	0.630726836158331	0.259	0.099	2.34687325217752e-14	"11"
"OTULIN"	"OTULIN"	1.15395847249307e-18	0.369720579718698	0.113	0.026	3.26524089376639e-14	"11"
"HLA-DOB.3"	"HLA-DOB"	1.29909962667955e-18	0.772254061935167	0.471	0.247	3.67593230365246e-14	"11"
"EEF1A1.1"	"EEF1A1"	1.53347146066159e-18	-0.314458009256221	0.996	0.996	4.33911084508803e-14	"11"
"TERF2"	"TERF2"	1.70009599333491e-18	0.56708675613157	0.168	0.05	4.81059162274047e-14	"11"
"LTB.1"	"LTB"	1.89960359185209e-18	0.770946290284334	0.898	0.791	5.37511832350466e-14	"11"
"BRWD1"	"BRWD1"	2.6037597374323e-18	0.609330793126187	0.23	0.083	7.36759855303843e-14	"11"
"ARHGDIB.1"	"ARHGDIB"	2.69769367202285e-18	0.612610072424455	0.832	0.731	7.63339401435585e-14	"11"
"PFDN5.1"	"PFDN5"	2.76735963453169e-18	-0.44888167967102	0.792	0.906	7.83052082187086e-14	"11"
"E2F5"	"E2F5"	2.77594546419042e-18	0.438333542686854	0.124	0.031	7.85481528547322e-14	"11"
"RPL27A.1"	"RPL27A"	3.56371036814691e-18	-0.338668230718193	0.982	0.992	1.00838748577085e-13	"11"
"FAM76B"	"FAM76B"	4.72158462793527e-18	0.441500100397626	0.168	0.051	1.33601958632056e-13	"11"
"SARAF.7"	"SARAF"	4.72729530542882e-18	-0.818138230902468	0.281	0.541	1.33763547962414e-13	"11"
"RPSA.2"	"RPSA"	7.97326235405588e-18	-0.41497355956349	0.934	0.954	2.25611431570365e-13	"11"
"RPL27.1"	"RPL27"	8.36242849455631e-18	-0.39548579836915	0.931	0.966	2.36623276681965e-13	"11"
"LSM10"	"LSM10"	8.62506052609643e-18	0.720106567956271	0.358	0.168	2.44054712646425e-13	"11"
"CD44.3"	"CD44"	8.85400568149588e-18	-0.843745827913446	0.23	0.492	2.50532944763608e-13	"11"
"KLF2.5"	"KLF2"	9.36366569578713e-18	-1.2622501378162	0.161	0.418	2.64954284527993e-13	"11"
"FOSB.3"	"FOSB"	1.13233778215159e-17	-1.10805560294708	0.15	0.4	3.20406298837613e-13	"11"
"HDAC7"	"HDAC7"	1.24087427715916e-17	0.441543890680653	0.157	0.046	3.51117785464955e-13	"11"
"DNMT1.1"	"DNMT1"	1.77564588427775e-17	0.568114741380339	0.208	0.073	5.02436759415233e-13	"11"
"ATP10D"	"ATP10D"	1.7766342025324e-17	0.370909907625049	0.124	0.032	5.02716413948568e-13	"11"
"RPL23A.1"	"RPL23A"	2.02572614402992e-17	-0.319050500945583	0.989	0.993	5.73199469714707e-13	"11"
"PRDX6.1"	"PRDX6"	2.38250887781256e-17	0.966660786829962	0.409	0.224	6.74154712065842e-13	"11"
"BTG1.6"	"BTG1"	2.44093557504691e-17	-0.509751473402376	0.923	0.961	6.90687130315275e-13	"11"
"RBBP4"	"RBBP4"	3.29841445611964e-17	0.755750369015367	0.332	0.154	9.33319354503614e-13	"11"
"STX7.2"	"STX7"	3.4088255914561e-17	0.682916767624409	0.464	0.254	9.64561289358417e-13	"11"
"TMED8"	"TMED8"	3.41303487296622e-17	0.6240778413611	0.219	0.081	9.65752347654523e-13	"11"
"CAPZB.2"	"CAPZB"	3.49430492533752e-17	0.728923974995688	0.558	0.343	9.88748521673505e-13	"11"
"FCER2.6"	"FCER2"	7.79446506306945e-17	0.786582283121773	0.281	0.12	2.20552183424613e-12	"11"
"HLA-A.5"	"HLA-A"	8.64888551517491e-17	-0.494731726105286	0.872	0.931	2.44728864537389e-12	"11"
"FAM126A"	"FAM126A"	9.60205778428621e-17	0.407352594875306	0.139	0.039	2.71699827064163e-12	"11"
"CNN2"	"CNN2"	1.00858834335184e-16	0.64338185853435	0.354	0.171	2.85390157634838e-12	"11"
"ADGRG5"	"ADGRG5"	1.06239336160605e-16	0.381785583683291	0.102	0.024	3.00614825600048e-12	"11"
"PNRC1.1"	"PNRC1"	1.06344248956731e-16	-0.742525653324534	0.427	0.641	3.00911686847967e-12	"11"
"SNX29.1"	"SNX29"	1.36505337944375e-16	0.737228923961216	0.234	0.089	3.86255504247405e-12	"11"
"FTL.2"	"FTL"	1.50202410317984e-16	-0.440382180962012	0.934	0.971	4.25012740235769e-12	"11"
"RPS29.1"	"RPS29"	1.58632337859565e-16	-0.545860343373811	0.964	0.967	4.48866063207424e-12	"11"
"LAT2.4"	"LAT2"	1.69846176221017e-16	0.752086246900025	0.376	0.191	4.80596740234991e-12	"11"
"BCAS4"	"BCAS4"	1.99467749233281e-16	0.740642316505628	0.445	0.255	5.64413943230491e-12	"11"
"JUN.6"	"JUN"	2.20920482401061e-16	-1.159218496755	0.339	0.571	6.25116597002043e-12	"11"
"SMC4"	"SMC4"	3.02805768838307e-16	0.558978559728136	0.179	0.06	8.56819203504872e-12	"11"
"EEF1B2.3"	"EEF1B2"	3.09079231524936e-16	-0.485244264309288	0.81	0.906	8.74570593522958e-12	"11"
"ATP5I.1"	"ATP5I"	3.86517010575258e-16	0.625064186188573	0.456	0.247	1.09368853312375e-11	"11"
"CD2BP2"	"CD2BP2"	4.90529324405337e-16	0.532421013023187	0.23	0.088	1.38800177633734e-11	"11"
"S100A6.3"	"S100A6"	5.9952317294047e-16	-0.790172716038455	0.27	0.525	1.69641077015235e-11	"11"
"MT-ATP6.1"	"MT-ATP6"	7.08383499273662e-16	-0.641226869362159	0.953	0.968	2.00444194954475e-11	"11"
"SYVN1"	"SYVN1"	7.75373950628404e-16	0.541950112190375	0.186	0.066	2.19399813069813e-11	"11"
"TOMM7.2"	"TOMM7"	7.83086186352615e-16	-0.562787366041534	0.701	0.832	2.21582067290336e-11	"11"
"ITSN2.1"	"ITSN2"	9.29497107292298e-16	0.73552459675408	0.474	0.266	2.63010501479429e-11	"11"
"MT-CO1.2"	"MT-CO1"	1.14415130592989e-15	-0.415444578721248	0.989	0.99	3.23749053525921e-11	"11"
"RPL31.1"	"RPL31"	1.19812009439249e-15	-0.359920676009931	0.964	0.982	3.39020061909298e-11	"11"
"FTH1.2"	"FTH1"	1.24854110615732e-15	-0.391813595645575	0.953	0.979	3.53287191398276e-11	"11"
"SNAP23"	"SNAP23"	1.35009691162005e-15	0.707817341746729	0.347	0.169	3.82023422112008e-11	"11"
"SELT.1"	"SELT"	1.39944646257667e-15	0.73470365120689	0.474	0.276	3.95987371050693e-11	"11"
"HCLS1.1"	"HCLS1"	2.03794471105633e-15	0.712676392694021	0.482	0.285	5.76656835440501e-11	"11"
"SYPL1"	"SYPL1"	2.21872260232564e-15	0.717085595514307	0.544	0.342	6.27809747554062e-11	"11"
"ARPC5.2"	"ARPC5"	2.23649337439906e-15	0.711846946176389	0.54	0.357	6.32838165219959e-11	"11"
"SWAP70.2"	"SWAP70"	2.25299578772894e-15	0.858118733485389	0.467	0.279	6.3750768809578e-11	"11"
"VIM.5"	"VIM"	2.66680592696332e-15	-0.824081247094326	0.38	0.586	7.5459940509354e-11	"11"
"TXNDC17"	"TXNDC17"	3.18779348449157e-15	0.413842144969649	0.19	0.067	9.02018044371734e-11	"11"
