"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"ANXA4"	8.72213667975392e-21	0.336810078709428	0.172	0.051	2.46801579490317e-16	"13"
"FUOM"	1.04348896342185e-20	0.440699257970549	0.176	0.053	2.95265637089848e-16	"13"
"SRGAP2"	1.07282053274395e-20	0.397867397933841	0.197	0.064	3.03565297945229e-16	"13"
"PSMB2"	1.21358972225495e-20	0.399105324276371	0.348	0.147	3.43397347809261e-16	"13"
"TGFB1"	1.25342247703052e-20	0.525039759595205	0.345	0.15	3.54668424100557e-16	"13"
"ATP5C1"	1.31403993671699e-20	0.393565693878009	0.398	0.178	3.71820740493439e-16	"13"
"TSC22D4"	1.38628902886481e-20	0.500205273742416	0.298	0.12	3.92264343607588e-16	"13"
"OAZ1"	1.6305306932267e-20	0.440279638052714	0.947	0.869	4.61374964955426e-16	"13"
"GNAI2"	1.69317182873422e-20	0.54370255081644	0.404	0.188	4.79099900658634e-16	"13"
"RPS17"	1.69647569290251e-20	-0.420744703019497	0.987	0.967	4.80034762063694e-16	"13"
"TPT1"	1.9956987321027e-20	-0.537299421113031	0.969	0.974	5.6470291323578e-16	"13"
"IER2"	2.02239773104583e-20	0.791443966369234	0.464	0.238	5.72257661976729e-16	"13"
"PDIA6"	2.04370129699629e-20	0.53380144346034	0.398	0.185	5.78285718998071e-16	"13"
"CHMP5"	2.31065475800289e-20	0.448087195483494	0.317	0.129	6.53822870324498e-16	"13"
"RUNX3"	2.4548190284528e-20	0.434069704860256	0.257	0.095	6.94615592291005e-16	"13"
"VIM"	2.6474399693397e-20	0.789867568411161	0.771	0.603	7.49119613724362e-16	"13"
"PEA15"	2.89073034572534e-20	0.352661577647326	0.216	0.072	8.17961058626443e-16	"13"
"COX5A"	3.67484748891291e-20	0.569916311904187	0.439	0.218	1.0398348454628e-15	"13"
"SNX8"	5.75538975144052e-20	0.334492995960159	0.197	0.064	1.62854508406761e-15	"13"
"CELF2"	6.06694007463148e-20	0.615458659676513	0.495	0.271	1.71670136351772e-15	"13"
"CRIP1"	7.27391304443383e-20	0.425814547179512	0.37	0.164	2.058226435053e-15	"13"
"IFI27L2"	7.34964074875873e-20	0.500477258996876	0.345	0.152	2.07965434626877e-15	"13"
"RPL12"	7.5205125473209e-20	-0.363443632404054	0.978	0.981	2.12800423038992e-15	"13"
"DDX21"	7.56122507781956e-20	0.62060453026847	0.502	0.263	2.13952424801982e-15	"13"
"NFKBID"	7.6859210495746e-20	0.564022898900405	0.408	0.195	2.17480822018763e-15	"13"
"SEMA7A"	7.79161244560985e-20	0.370569246861787	0.169	0.051	2.20471465760976e-15	"13"
"UPP1"	8.35863734948475e-20	0.290457335110959	0.11	0.025	2.36516002441021e-15	"13"
"PREX1"	9.49815268335046e-20	0.471078096341504	0.207	0.071	2.68759728328085e-15	"13"
"RPL18"	1.1005726974174e-19	-0.355650432120098	0.978	0.979	3.11418050461229e-15	"13"
"HVCN1"	1.11622988443782e-19	0.59170976722255	0.373	0.17	3.15848408100527e-15	"13"
"HLA-C"	1.13032347447219e-19	0.396548858284735	0.984	0.925	3.19836330336652e-15	"13"
"TWF2"	1.15077883480252e-19	0.461202333204531	0.257	0.097	3.2562437909572e-15	"13"
"UBC"	1.29741670557956e-19	0.61414087592006	0.906	0.834	3.67117031010794e-15	"13"
"UBE2L3"	1.53618847137362e-19	0.359438819207983	0.408	0.186	4.3467988985988e-15	"13"
"UPF2"	1.83617798474834e-19	0.570830269287412	0.508	0.269	5.19564922564392e-15	"13"
"RPS9"	1.85098062098071e-19	-0.360192455160304	0.978	0.974	5.23753476512702e-15	"13"
"IVNS1ABP"	2.00368858655052e-19	0.352755070925312	0.197	0.065	5.66963722450335e-15	"13"
"MYL12A"	2.17924402808046e-19	0.543055465438079	0.862	0.697	6.16638890185647e-15	"13"
"TOMM7"	2.37959925502302e-19	-0.598905645121171	0.796	0.839	6.73331405201313e-15	"13"
"BCL2A1"	2.61958282068875e-19	0.572120111511234	0.505	0.269	7.41237154942088e-15	"13"
"MOB1A"	2.7120763042225e-19	0.571874498187906	0.533	0.295	7.67409111042799e-15	"13"
"ID3"	2.75489714880973e-19	0.730398931211917	0.307	0.132	7.79525697227203e-15	"13"
"LAT2"	3.1142204606142e-19	0.513487452428015	0.395	0.186	8.81199821535394e-15	"13"
"SEPT7"	3.40011193234506e-19	0.611149311177069	0.746	0.509	9.62095672376357e-15	"13"
"CAP1"	3.46142321917231e-19	0.635358602606002	0.577	0.338	9.79444314096998e-15	"13"
"RPL27"	3.9678202730145e-19	-0.400584028270821	0.962	0.965	1.12273442445218e-14	"13"
"LAMTOR2"	4.11116816902429e-19	0.432334436982394	0.31	0.13	1.16329614510711e-14	"13"
"DNAJA1"	4.15053785284154e-19	0.574372883109556	0.498	0.268	1.17443619084004e-14	"13"
"CLEC2B"	4.32060623514179e-19	0.671300264235873	0.216	0.078	1.22255874029572e-14	"13"
"PARP9"	4.92313904851655e-19	0.334062236028316	0.194	0.064	1.39305142516824e-14	"13"
"BASP1"	5.98731242448772e-19	0.544975557395891	0.486	0.256	1.69416992363305e-14	"13"
"TBCB"	6.36064505880726e-19	0.493790159806807	0.367	0.167	1.7998081258401e-14	"13"
"MEF2C"	7.80664768285908e-19	0.652312293196418	0.671	0.427	2.20896902834181e-14	"13"
"RANBP2"	8.15370783379284e-19	0.527974153328939	0.245	0.096	2.30717316865002e-14	"13"
"ST3GAL1"	9.03326289790591e-19	0.391669900566522	0.201	0.069	2.55605206959146e-14	"13"
"XAF1"	1.00265627559913e-18	0.468103526380127	0.191	0.065	2.83711619743531e-14	"13"
"PKM"	1.14187398094497e-18	0.552931074226991	0.555	0.309	3.23104661648189e-14	"13"
"ECHS1"	1.34665889358549e-18	0.360202846776648	0.292	0.119	3.81050600528951e-14	"13"
"FAU"	1.46662749787956e-18	-0.316762473889901	0.987	0.979	4.149969168e-14	"13"
"CYBA"	1.57063813417144e-18	0.403945114734977	0.953	0.881	4.4442776644515e-14	"13"
"PAG1"	1.63380010742929e-18	0.440070618433417	0.229	0.084	4.62300078398191e-14	"13"
"CSK"	1.72466410705538e-18	0.475115983057626	0.339	0.153	4.88010955732392e-14	"13"
"SOCS4"	1.83408604848579e-18	0.273188803878355	0.122	0.032	5.1897298827954e-14	"13"
"DNAJB6"	2.20789341798456e-18	0.476561261031814	0.386	0.182	6.2474552155291e-14	"13"
"HSPA9"	2.3385571095131e-18	0.463124319196786	0.326	0.145	6.61718119707825e-14	"13"
"PRELID1"	2.5453942317756e-18	0.472742131642716	0.527	0.284	7.20244751823224e-14	"13"
"TXNL4A"	2.75044622049953e-18	0.360108593374982	0.219	0.08	7.78266262552548e-14	"13"
"RPL19"	3.16277915287157e-18	-0.309096149675304	1	0.991	8.94939989096539e-14	"13"
"ILK"	3.34979421161314e-18	0.29534202407832	0.163	0.05	9.47857770118054e-14	"13"
"TRIM38"	3.70895773455086e-18	0.516712772709588	0.429	0.215	1.04948668056851e-13	"13"
"CHD1"	4.13965125439891e-18	0.539484187474345	0.426	0.215	1.17135571894472e-13	"13"
"NR4A2"	4.23981994932443e-18	0.620805326741185	0.68	0.447	1.19969945286084e-13	"13"
"GTF3C6"	4.36189072230752e-18	0.342353896617375	0.288	0.118	1.23424059878414e-13	"13"
"PTPN6"	4.57896988132659e-18	0.583003967614702	0.517	0.29	1.29566531762017e-13	"13"
"SYK"	5.06146162638988e-18	0.464595862722282	0.304	0.132	1.43219118180328e-13	"13"
"TCTN3"	5.60371809883948e-18	0.309596702538133	0.154	0.046	1.58562807324762e-13	"13"
"OSTF1"	5.78128967002525e-18	0.449341953700239	0.414	0.204	1.63587372503034e-13	"13"
"NDUFV2"	5.94615211145245e-18	0.522518510636486	0.392	0.188	1.68252320145659e-13	"13"
"ATP5G3"	7.07728077460669e-18	0.450983318752089	0.545	0.305	2.00258736798271e-13	"13"
"CCDC141"	7.92636688453722e-18	0.286650561424326	0.15	0.045	2.24284477364865e-13	"13"
"CCDC50"	8.12852996637298e-18	0.555441406695503	0.517	0.29	2.3000488392849e-13	"13"
"RASGRP1"	9.79116371992277e-18	0.348656832423672	0.103	0.025	2.77050768618935e-13	"13"
"RASGEF1B"	9.91529250648213e-18	0.632372789266061	0.345	0.16	2.80563116763418e-13	"13"
"MYADM"	1.02258056754372e-17	0.52449187146769	0.176	0.059	2.89349397392171e-13	"13"
"C4orf48"	1.04298917345276e-17	0.406331782687534	0.266	0.107	2.95124216520194e-13	"13"
"CAPN1"	1.05202749713482e-17	0.319732781221226	0.232	0.086	2.97681700589267e-13	"13"
"PIK3CD"	1.08626797639364e-17	0.259219379679405	0.119	0.031	3.07370386600345e-13	"13"
"PSMB9"	1.50417194728639e-17	0.51303985626098	0.702	0.457	4.25620494204156e-13	"13"
"FCRL2"	1.84350761249305e-17	0.417398812574198	0.301	0.129	5.21638914031033e-13	"13"
"SYTL3"	1.99324019410976e-17	0.304573527131701	0.132	0.037	5.64007245325297e-13	"13"
"PTAFR"	2.07801333119856e-17	0.294820168130816	0.116	0.03	5.87994652195946e-13	"13"
"ZDHHC12"	2.22500389891905e-17	0.266128932136651	0.204	0.072	6.29587103238135e-13	"13"
"PSMB8"	3.37520035373381e-17	0.435933987908435	0.495	0.264	9.5504669209252e-13	"13"
"MYO9B"	3.70839680258552e-17	0.391269720334341	0.245	0.098	1.0493279592596e-12	"13"
"CYTH1"	3.7915338593464e-17	0.404988330753598	0.254	0.102	1.07285242084066e-12	"13"
"STAMBPL1"	5.37836591744752e-17	0.357780276143176	0.163	0.053	1.52186242000095e-12	"13"
"CKAP2"	5.52734751008802e-17	0.326161974658713	0.144	0.043	1.56401825145451e-12	"13"
"WDFY4"	5.58545107900886e-17	0.342975555947979	0.21	0.078	1.58045923731635e-12	"13"
"PPP1R12A"	5.82419630725416e-17	0.412499871741164	0.364	0.171	1.64801458710064e-12	"13"
"PRDX5"	6.22412894452057e-17	0.415643495590664	0.52	0.283	1.76117952614154e-12	"13"
"EAF2"	6.3559649889663e-17	0.387769350628446	0.235	0.092	1.79848385327791e-12	"13"
"TBK1"	6.46484439353569e-17	0.306359044023866	0.15	0.047	1.82929236959486e-12	"13"
"RASSF2"	6.99716108237791e-17	0.399688157824652	0.213	0.081	1.97991669986965e-12	"13"
"SEC11A"	7.42755670272101e-17	0.425315186230569	0.433	0.217	2.10170144460194e-12	"13"
"TTN"	7.52571016555263e-17	0.35399922806348	0.179	0.061	2.12947494844477e-12	"13"
"CKLF"	7.53019825960028e-17	0.468216308361379	0.32	0.144	2.13074489953649e-12	"13"
"MPG"	8.33779859421353e-17	0.343276761745103	0.32	0.142	2.35926349021866e-12	"13"
"PGAM1"	8.40886524318937e-17	0.45622471345734	0.382	0.187	2.37937250921286e-12	"13"
"SERPINB1"	8.5059519566941e-17	0.450817662029582	0.364	0.174	2.40684416566616e-12	"13"
"HLA-DMB"	9.32995092098168e-17	0.542627872518723	0.652	0.409	2.64000291260098e-12	"13"
"MYL9"	1.06157811913985e-16	0.254466370284239	0.1	0.025	3.00384144591811e-12	"13"
"CD81"	1.26616901330319e-16	0.517085350196501	0.323	0.149	3.58275184004272e-12	"13"
"AP2S1"	1.28466989338963e-16	0.436653521032468	0.326	0.148	3.6351019303353e-12	"13"
"ZFP36"	1.41882497467826e-16	0.494258256843682	0.73	0.501	4.0147071483496e-12	"13"
"ATP5E"	1.53771188317943e-16	0.415653748268467	0.897	0.78	4.35110954464452e-12	"13"
"SMC6"	1.83088432898705e-16	0.445302407797192	0.313	0.142	5.18067029730174e-12	"13"
"RAB3GAP2"	1.84209432854567e-16	0.363684457995746	0.191	0.068	5.21239011205283e-12	"13"
"TMEM70"	1.94582920327833e-16	0.417327146802709	0.179	0.062	5.50591831359637e-12	"13"
"MYO1F"	2.25244163325939e-16	0.393424838204648	0.241	0.097	6.37350884547077e-12	"13"
"N4BP2"	2.28618632410546e-16	0.250913428268239	0.1	0.025	6.4689928226888e-12	"13"
"NKG7"	2.39979320952826e-16	0.431265695364848	0.141	0.043	6.79045486568116e-12	"13"
"HCLS1"	2.40417343221246e-16	0.456282198048302	0.502	0.279	6.80284914378838e-12	"13"
"CD99"	2.44140217646394e-16	0.494881070465273	0.605	0.365	6.90819159852237e-12	"13"
"WDR83OS"	2.59805455270328e-16	0.485144924757243	0.476	0.257	7.35145516232921e-12	"13"
"ZC3H15"	2.60563412966007e-16	0.401027518015609	0.379	0.183	7.37290233328613e-12	"13"
"TMEM131"	2.65396296600247e-16	0.311269926152848	0.207	0.076	7.5096536086006e-12	"13"
"COMMD8"	2.71331954603542e-16	0.338583225502199	0.21	0.078	7.67760898746183e-12	"13"
"NFE2L2"	2.96977476684137e-16	0.4951774844371	0.329	0.155	8.40327468025434e-12	"13"
"ATP6V0B"	3.01538597382947e-16	0.450544587902309	0.451	0.237	8.53233615154786e-12	"13"
"GPR82"	3.02432517933585e-16	0.287959266801765	0.157	0.051	8.55763052744871e-12	"13"
"PNOC"	3.75049821449853e-16	0.452615911944065	0.216	0.084	1.0612409747745e-11	"13"
"MIIP"	4.6143213504441e-16	0.276776967774787	0.157	0.051	1.30566836932166e-11	"13"
"RBPJ"	7.46160704441938e-16	0.343977997287882	0.254	0.105	2.11133632928891e-11	"13"
"BTG3"	7.48938109725215e-16	0.328042172182332	0.207	0.078	2.11919527527847e-11	"13"
"TLN1"	7.67462178289146e-16	0.538851844930893	0.351	0.177	2.17161097968697e-11	"13"
"ARID5A"	8.15119917511147e-16	0.369106618795171	0.248	0.102	2.30646331858954e-11	"13"
"ATP8A1"	8.2612683043661e-16	0.274418567693387	0.125	0.037	2.33760847940343e-11	"13"
"TAP2"	8.68957214658805e-16	0.267043419161446	0.176	0.061	2.45880133459855e-11	"13"
"LRMP"	9.43601216613219e-16	0.598252837352203	0.273	0.121	2.67001400252876e-11	"13"
"GLA"	1.02488189054473e-15	0.274531256927888	0.11	0.03	2.90000579748538e-11	"13"
"INSIG1"	1.12861890120091e-15	0.313837815738228	0.163	0.055	3.1935400428381e-11	"13"
"ATP6V1F"	1.14582515096901e-15	0.49406306058511	0.511	0.281	3.2422268471819e-11	"13"
"PRKD3"	1.1495473415863e-15	0.461298004589202	0.317	0.148	3.25275915775259e-11	"13"
"ANXA7"	1.21786400998777e-15	0.504491808869116	0.351	0.172	3.44606800266139e-11	"13"
"GPX1"	1.25466690598147e-15	0.518368805902052	0.618	0.385	3.55020547716516e-11	"13"
"BRK1"	1.57828595131824e-15	0.417304541460439	0.639	0.398	4.4659179278501e-11	"13"
"ARHGAP9"	1.72240302004201e-15	0.388249570535841	0.257	0.109	4.87371158551087e-11	"13"
"MX2"	1.94241344662983e-15	0.393639662920915	0.191	0.071	5.49625308858377e-11	"13"
"FMNL1"	2.04422939982257e-15	0.508234183806473	0.32	0.153	5.78435150973794e-11	"13"
"RPL35"	2.24502228389398e-15	-0.311884922064363	0.987	0.972	6.35251505450641e-11	"13"
"CDC123"	2.27616616945846e-15	0.280095021771852	0.219	0.086	6.44063979309967e-11	"13"
"SLC16A3"	2.8385896606401e-15	0.395850791585738	0.21	0.082	8.03207330374722e-11	"13"
"LAPTM5"	2.98456593215076e-15	0.44320361127962	0.931	0.807	8.44512776161379e-11	"13"
"ARF6"	2.98602304982959e-15	0.421901483587226	0.533	0.301	8.44925082179781e-11	"13"
"KPNA2"	3.0220289507243e-15	0.283155904427885	0.144	0.046	8.55113311896949e-11	"13"
"TPP1"	3.06969698674817e-15	0.381908008716563	0.288	0.129	8.68601459370263e-11	"13"
"NEDD8"	3.11133591300806e-15	0.448283951144574	0.574	0.346	8.80383609944761e-11	"13"
"DYNLT1"	3.17052190044059e-15	0.51467513603357	0.32	0.153	8.9713087694867e-11	"13"
"VDAC1"	3.18658198736645e-15	0.391649008294304	0.326	0.153	9.01675239145212e-11	"13"
"CAPNS1"	3.19075797186118e-15	0.311214614466103	0.201	0.076	9.02856875717839e-11	"13"
"PDE7A"	3.23588235668273e-15	0.49147970685272	0.373	0.191	9.15625271646946e-11	"13"
"PYCARD"	3.29855791059509e-15	0.361239432241966	0.373	0.184	9.33359946381987e-11	"13"
"PLPP5"	3.73809068958511e-15	0.315706327730708	0.16	0.054	1.057730141525e-10	"13"
"PRR13"	3.75782784263713e-15	0.473976643603108	0.621	0.38	1.0633149663526e-10	"13"
"IDI1"	3.87670261817745e-15	0.505797382132813	0.429	0.235	1.09695177283949e-10	"13"
"GDI2"	4.11879146677616e-15	0.531535316756551	0.539	0.329	1.16545323343898e-10	"13"
"ESYT1"	4.44815578979047e-15	0.280016527863956	0.141	0.045	1.25865016227911e-10	"13"
"COPE"	5.40844115603164e-15	0.449204860773607	0.517	0.298	1.53037250951071e-10	"13"
"COPA"	5.64531263529869e-15	0.350671078481886	0.241	0.102	1.59739766328412e-10	"13"
"PSMA3"	6.37850218159938e-15	0.337485953583293	0.282	0.126	1.80486097730536e-10	"13"
"ARID5B"	6.38040768440258e-15	0.503247314973772	0.608	0.383	1.80540015837855e-10	"13"
"LY96"	6.92057289197317e-15	0.377175819335843	0.292	0.132	1.95824530551273e-10	"13"
"GSTK1"	7.05155346643973e-15	0.43673914570666	0.542	0.322	1.99530756886379e-10	"13"
"HLA-B"	7.9708318724039e-15	0.350161147591182	0.981	0.958	2.25542658661541e-10	"13"
"IFNGR1"	8.04018092265205e-15	0.509022554853899	0.323	0.158	2.27504959387362e-10	"13"
"COX8A"	9.10086900538386e-15	0.450204160164319	0.564	0.344	2.57518189376342e-10	"13"
"SNHG15"	9.29912776155665e-15	0.455892017692631	0.248	0.107	2.63128119141007e-10	"13"
"SMARCC1"	9.65687161287809e-15	0.36337405564778	0.257	0.111	2.73250839157998e-10	"13"
"B4GALT1"	9.91664487856715e-15	0.489087305195538	0.248	0.108	2.80601383483936e-10	"13"
"JUN"	9.93501259158708e-15	-1.05480199870572	0.401	0.559	2.81121116291548e-10	"13"
"HMGN3"	1.0795800556811e-14	0.378468052287536	0.411	0.214	3.05477972555523e-10	"13"
"TEX264"	1.14696232533051e-14	0.283671791508908	0.241	0.1	3.24544459575521e-10	"13"
"ADAR"	1.44505043170094e-14	0.379604650699718	0.361	0.179	4.08891470154099e-10	"13"
"ARL4C"	1.4576752190803e-14	0.438946087190519	0.15	0.051	4.12463779990962e-10	"13"
"PPIB"	1.57298538512429e-14	0.426351445660168	0.48	0.266	4.45091944574769e-10	"13"
"G3BP2"	1.77023383993934e-14	0.475103632721572	0.395	0.211	5.00905367349236e-10	"13"
"EMP3"	1.86144039599682e-14	0.56894702821576	0.564	0.354	5.2671317445126e-10	"13"
"RNF213"	1.93229643547434e-14	0.455475558326729	0.357	0.181	5.46762599381818e-10	"13"
"BIN2"	1.9398724956152e-14	0.263574738937389	0.226	0.091	5.48906321359277e-10	"13"
"ACTR3"	1.98401016415826e-14	0.491719359572784	0.605	0.4	5.61395516050221e-10	"13"
"DNAJB11"	1.9851806511391e-14	0.252918493938115	0.201	0.078	5.61726717046321e-10	"13"
"ATP5H"	1.9904216071275e-14	0.381250863395406	0.417	0.224	5.63209697952798e-10	"13"
"ANKRD11"	2.02316980340002e-14	0.414067493706389	0.342	0.169	5.72476127570069e-10	"13"
"RIOK3"	2.34761059091987e-14	0.309156083077364	0.191	0.073	6.64279892806685e-10	"13"
"CD82"	2.34944231003152e-14	0.423106150707062	0.467	0.265	6.64798196046518e-10	"13"
"S100A10"	2.67516978732665e-14	0.423595699092874	0.533	0.311	7.56966043021948e-10	"13"
"ETFB"	2.7875757354245e-14	0.298817404560898	0.342	0.166	7.88772430095717e-10	"13"
"PLIN2"	2.91386615656267e-14	0.315626663767482	0.197	0.077	8.24507567660974e-10	"13"
"ACTR2"	2.94001993609336e-14	0.431169160476662	0.564	0.343	8.31908041116976e-10	"13"
"AC104699.1"	2.94754793852393e-14	0.27657585677349	0.166	0.059	8.3403816468473e-10	"13"
"NDUFA12"	3.11879135669394e-14	0.442551262806911	0.317	0.153	8.82493202290116e-10	"13"
"ATP6V0E1"	3.15045292009422e-14	0.453512024933028	0.774	0.553	8.91452158269861e-10	"13"
"REL"	3.21861474155913e-14	0.606639326423604	0.671	0.474	9.10739227271572e-10	"13"
"TNFRSF1B"	3.23753915175664e-14	0.302205403852534	0.16	0.057	9.1609407838106e-10	"13"
"SREK1"	3.31862988857163e-14	0.431514416435154	0.254	0.113	9.39039513270227e-10	"13"
"CDC42"	3.61603557256365e-14	0.486021148854736	0.661	0.449	1.02319342561261e-09	"13"
"C10orf54"	3.7728212091883e-14	0.339874349202657	0.182	0.069	1.06755748935192e-09	"13"
"HOTAIRM1"	3.82976877187479e-14	0.287834495365178	0.119	0.036	1.08367137168969e-09	"13"
"MAPK1IP1L"	3.85608238093837e-14	0.425112838106211	0.332	0.161	1.09111707051032e-09	"13"
"WDR1"	4.17962971181867e-14	0.408276230654918	0.301	0.144	1.18266802325621e-09	"13"
"BAX"	4.30527607878146e-14	0.383362661485241	0.376	0.194	1.218220919252e-09	"13"
"HIGD1A"	4.43186982689028e-14	0.293573612655525	0.15	0.052	1.25404188621687e-09	"13"
"KIF3B"	4.48162916405228e-14	0.260550074229498	0.107	0.03	1.26812178826023e-09	"13"
"PLSCR1"	4.7318371883979e-14	0.344661980676037	0.172	0.064	1.33892065082907e-09	"13"
"PRDM2"	4.80498403522394e-14	0.457270122875113	0.476	0.27	1.35961828260697e-09	"13"
"DYNLL1"	4.83365481044863e-14	0.447546466011536	0.502	0.295	1.36773096516454e-09	"13"
"ANXA2"	5.13586282404932e-14	0.423847442623947	0.398	0.211	1.45324374469300e-09	"13"
"ENO1"	5.82274458829543e-14	0.475546427893725	0.58	0.363	1.64760380870408e-09	"13"
"MRPL13"	5.87496648664761e-14	0.27149283805607	0.169	0.062	1.66238051706181e-09	"13"
"ADRM1"	5.90176971896704e-14	0.307117861912116	0.282	0.128	1.66996475967891e-09	"13"
"HERPUD2"	6.46620214079353e-14	0.328484718186827	0.219	0.091	1.82967655775894e-09	"13"
"RHOA"	7.58954094068153e-14	0.42720417048426	0.665	0.443	2.14753650457525e-09	"13"
"ARL6IP5"	7.59259018803325e-14	0.483015791441065	0.636	0.435	2.14839931960589e-09	"13"
"PIM3"	8.05421503946978e-14	0.510434610510507	0.248	0.111	2.27902068756837e-09	"13"
"NIPA2"	8.37835722677162e-14	0.333799965963563	0.223	0.093	2.3707399608873e-09	"13"
"RAC2"	8.37923189653295e-14	0.481758655142691	0.74	0.531	2.37098745744296e-09	"13"
"DBNL"	8.82533778032781e-14	0.401301198080288	0.429	0.233	2.49721757832156e-09	"13"
"VASP"	9.19245416358751e-14	0.500755216541073	0.483	0.285	2.60109683012872e-09	"13"
"SELT"	9.34347001603863e-14	0.388056988818233	0.48	0.272	2.64382827573829e-09	"13"
"GPR18"	1.02247318824203e-13	0.559693439707592	0.176	0.069	2.89319013344965e-09	"13"
"H3F3A"	1.22812819450779e-13	0.392842778623475	0.912	0.807	3.47511153917925e-09	"13"
"MAP1LC3B"	1.29229514491962e-13	0.415953566706514	0.442	0.241	3.65667834206456e-09	"13"
"RHOH"	1.47594207222206e-13	0.441736638753265	0.58	0.372	4.17632568755954e-09	"13"
"SMARCA2"	1.61087005183137e-13	0.345472589369429	0.191	0.077	4.55811789866205e-09	"13"
"COPZ1"	1.73116911159917e-13	0.325662672076669	0.266	0.121	4.89851611818102e-09	"13"
"ZCRB1"	1.80525056294861e-13	0.317091179580234	0.266	0.119	5.1081369929194e-09	"13"
"ITSN2"	1.97116035346542e-13	0.362113536953822	0.476	0.264	5.57759533616575e-09	"13"
"ATP2B1"	2.02748067921632e-13	0.407695923590629	0.53	0.319	5.7369593299105e-09	"13"
"CD58"	2.06803746527158e-13	0.25743247707946	0.135	0.045	5.85171881173245e-09	"13"
"IFI35"	2.39873778634849e-13	0.305803383828174	0.182	0.07	6.78746844025169e-09	"13"
"PCNXL4"	2.47085578415215e-13	0.279855267876231	0.157	0.057	6.99153352683693e-09	"13"
"MICAL1"	2.47465129990904e-13	0.265983425323368	0.141	0.049	7.00227331822262e-09	"13"
"UQCC2"	2.57649522768975e-13	0.396944232009035	0.176	0.068	7.29045089627093e-09	"13"
"LTA"	2.69263890711218e-13	0.251071764520312	0.11	0.033	7.61909105156462e-09	"13"
"RPL6"	2.75131357294288e-13	-0.323425660191606	0.95	0.967	7.78511688599919e-09	"13"
"TCIRG1"	2.81662716487004e-13	0.292191714042978	0.191	0.076	7.96992822571627e-09	"13"
"RBBP6"	2.86881570533274e-13	0.358870955336842	0.257	0.117	8.11760091980953e-09	"13"
"RAB29"	3.12401763683271e-13	0.305661596528146	0.204	0.083	8.83972030518183e-09	"13"
"ATP6V0D1"	3.17498521735648e-13	0.362848194867895	0.245	0.11	8.98393817103188e-09	"13"
"UQCRH"	3.24410913025735e-13	0.510011485217533	0.743	0.581	9.1795311949762e-09	"13"
"MIF4GD"	3.30050855215514e-13	0.302334208904404	0.179	0.07	9.33911899917819e-09	"13"
"PLCG2"	3.47540502661076e-13	0.372275641946269	0.288	0.139	9.83400606329782e-09	"13"
"TROVE2"	4.01694076075911e-13	0.303984008852117	0.276	0.128	1.1366335576644e-08	"13"
"FAM96A"	4.07830527889859e-13	0.414181812300687	0.31	0.154	1.15399726171715e-08	"13"
"ETNK1"	4.10526924900744e-13	0.280836918955392	0.229	0.098	1.16162698669915e-08	"13"
"GRB2"	4.11495582729891e-13	0.38741652221396	0.455	0.26	1.1643679008925e-08	"13"
"PGK1"	4.46853198711346e-13	0.418405224378227	0.492	0.299	1.26441581107362e-08	"13"
"LTB"	4.55466482290088e-13	-0.485240017889788	0.649	0.793	1.28878795828803e-08	"13"
"GNG7"	4.75451252221853e-13	-0.683845962310047	0.063	0.237	1.34533686328696e-08	"13"
"H2AFV"	4.83342940215067e-13	0.331592282837247	0.335	0.167	1.36766718363255e-08	"13"
"MYL12B"	4.89364007380895e-13	0.39052542288342	0.712	0.495	1.38470439528498e-08	"13"
"JUNB"	5.13470668142747e-13	0.505950906500307	0.884	0.726	1.45291660257672e-08	"13"
"CYB561A3"	5.3247685369741e-13	0.367530712539501	0.326	0.161	1.50669650522219e-08	"13"
"ZFP36L2"	5.49310517689462e-13	-0.636556786513049	0.658	0.738	1.5543290408541e-08	"13"
"PTPN18"	5.64998985279639e-13	0.363258571451965	0.232	0.102	1.59872112874727e-08	"13"
"RPS10"	5.73092884338744e-13	-0.612957979285663	0.734	0.793	1.62162362552491e-08	"13"
"MT-ND2"	6.12548322515004e-13	-0.366537240859532	0.972	0.965	1.73326673338846e-08	"13"
"FUT8"	6.15276598668772e-13	0.3060852377539	0.166	0.063	1.74098666359316e-08	"13"
"ARHGDIA"	6.82751021225772e-13	0.34844703851839	0.379	0.201	1.93191228966044e-08	"13"
"DNAJB14"	6.94569936377787e-13	0.388290275847037	0.37	0.193	1.96535509197459e-08	"13"
"VCPKMT"	7.02918451148269e-13	0.26237307084108	0.144	0.051	1.98897804936914e-08	"13"
"ASAP1"	7.12102624168266e-13	0.333118940291566	0.154	0.057	2.01496558534653e-08	"13"
"SUPT4H1"	7.3897918078515e-13	0.356647703096237	0.292	0.141	2.09101548994966e-08	"13"
"FAM49A"	7.64532430950134e-13	0.294942226484833	0.235	0.103	2.1633209666165e-08	"13"
"LASP1"	8.059167752625e-13	0.255172808732956	0.144	0.051	2.28042210728277e-08	"13"
"ARMCX6"	8.32700220354602e-13	0.275552784487203	0.197	0.081	2.35620854351538e-08	"13"
"FAM49B"	9.06557934977369e-13	0.398439080650024	0.514	0.305	2.56519633281196e-08	"13"
"SS18L2"	9.50225287325735e-13	0.402133192828554	0.329	0.169	2.6887574730169e-08	"13"
"SLC2A3"	9.5820517611838e-13	0.468990810507268	0.555	0.345	2.71133736634457e-08	"13"
