"gene"	"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"
"DUSP1"	1.30367085261666e-57	0.371877897412383	0.897	0.787	3.68886704456411e-53	"0"
"MTRNR2L1"	1.26611509377675e-38	0.631838461544137	0.281	0.174	3.58259926935069e-34	"0"
"RP5-887A10.1"	2.64516489858256e-30	0.339336231920676	0.553	0.432	7.48475859702923e-26	"0"
"HLA-DQA2"	4.7229021990105e-26	-0.43169842812881	0.214	0.318	1.33639240623201e-21	"0"
"JUN"	1.69163159972606e-21	0.309924076960187	0.642	0.541	4.78664077458487e-17	"0"
"HOPX"	6.82588189356382e-21	-0.606122862396129	0.082	0.153	1.93145154060282e-16	"0"
"DUSP4"	1.41607068987838e-17	-0.401403831780812	0.061	0.12	4.00691362407985e-13	"0"
"HCST"	5.47921425224168e-16	-0.348221659839654	0.135	0.204	1.55039846481431e-11	"0"
"MS4A1"	1.35648073396833e-15	-0.270748510822675	0.821	0.828	3.83829788483677e-11	"0"
"FCRL5"	5.52160769986559e-14	-0.346728366020561	0.052	0.1	1.56239411475397e-09	"0"
"JCHAIN"	6.16375661968363e-14	0.263588883140507	0.403	0.332	1.74409657310568e-09	"0"
"ARPC1B"	2.69331007003671e-12	-0.281960528395067	0.5	0.55	7.62099017417587e-08	"0"
"PFN1"	7.060294212325e-11	-0.250469795506791	0.789	0.778	1.99778085031948e-06	"0"
"DUSP2"	1.58154412307083e-08	-0.43868205507301	0.269	0.318	0.000447513725064123	"0"
"IGHM"	4.46962403413986e-176	0.906803233378544	0.639	0.35	1.26472481670022e-171	"1"
"CD69"	7.68398719198161e-173	0.830948210377425	0.906	0.704	2.17426101584312e-168	"1"
"AC079767.4"	1.45449719811706e-157	0.78789727840749	0.418	0.17	4.11564527179202e-153	"1"
"JUNB"	1.77540553790617e-134	0.747597126273484	0.884	0.704	5.02368751005931e-130	"1"
"BTG1"	2.64134713879976e-117	0.444766004515748	0.993	0.952	7.4739558639478e-113	"1"
"CXCR4"	1.19187993248833e-111	0.45504113963085	0.986	0.933	3.37254345696897e-107	"1"
"DUSP1"	6.22118491057632e-108	0.530480856430662	0.932	0.783	1.76034648229668e-103	"1"
"LY9"	9.92258285964821e-104	0.670199058729117	0.536	0.311	2.80769404596606e-99	"1"
"ZFP36L2"	1.33572387574564e-99	0.546205051198264	0.874	0.714	3.77956427880987e-95	"1"
"RGS2"	7.16805449185813e-97	0.781775919101204	0.565	0.349	2.02827269901618e-92	"1"
"CD83"	1.16677056455212e-87	0.527421938659245	0.715	0.494	3.30149398945667e-83	"1"
"NR4A2"	2.350937486429e-85	0.563875575450127	0.641	0.421	6.65221271159951e-81	"1"
"ZNF331"	1.20746338526715e-84	0.733799453981771	0.433	0.244	3.41663839495193e-80	"1"
"SIDT1"	1.85277002672295e-76	0.47244582226243	0.266	0.118	5.24259806761527e-72	"1"
"YPEL5"	4.5195321975777e-76	0.530743555461714	0.594	0.397	1.27884683062659e-71	"1"
"TGIF1"	4.09734612025295e-74	0.624995575249472	0.306	0.151	1.15938505818677e-69	"1"
"H3F3B"	4.49324312081847e-73	0.428953191510308	0.939	0.845	1.27140807346679e-68	"1"
"HLA-DRA"	6.97485476246837e-73	-0.300469962123938	0.997	0.99	1.97360490358805e-68	"1"
"HLA-DPB1"	1.42388407476848e-71	-0.420247027276714	0.94	0.933	4.02902237796488e-67	"1"
"VPS37B"	6.19502328561539e-69	0.468326574933219	0.319	0.162	1.75294378889773e-64	"1"
"VPREB3"	2.12976348254686e-68	0.415009977415907	0.727	0.516	6.0263787502146e-64	"1"
"RNASE6"	1.38574356218598e-63	0.53199932640768	0.339	0.184	3.92109998356145e-59	"1"
"PMAIP1"	2.3349064237683e-63	0.549438663547924	0.429	0.255	6.60685121669478e-59	"1"
"SAT1"	2.65732534915075e-63	0.48183687305125	0.833	0.682	7.51916780795695e-59	"1"
"IL6"	1.26910627777193e-62	0.5277180860739	0.115	0.035	3.59106312358346e-58	"1"
"TMEM2"	2.31379260798264e-62	0.511407822894321	0.296	0.152	6.54710756354768e-58	"1"
"SLA"	6.90111084507922e-61	0.367686033879168	0.157	0.059	1.95273832472362e-56	"1"
"TNFSF9"	6.01214410309635e-59	0.418901505908997	0.178	0.073	1.70119629541214e-54	"1"
"ZFP36"	3.94943764794222e-58	0.507522414988419	0.652	0.481	1.11753287686173e-53	"1"
"HLA-DPA1"	1.94984581301918e-57	-0.371401656396666	0.943	0.931	5.51728371251908e-53	"1"
"AREG"	1.08712806959571e-55	0.574905306226339	0.354	0.202	3.07613758572802e-51	"1"
"TMSB10"	1.85234987789454e-54	-0.383530858784994	0.958	0.941	5.24140921449038e-50	"1"
"SC5D"	2.69964117282696e-54	0.421386372910619	0.206	0.095	7.63890466263116e-50	"1"
"FAM46C"	5.25683470102576e-54	0.428483055686567	0.235	0.115	1.48747394700225e-49	"1"
"LDLRAD4"	2.17077330647185e-51	0.416228646379651	0.293	0.159	6.14242014799275e-47	"1"
"CCNH"	1.88049820255782e-50	0.444882299498325	0.432	0.279	5.32105771395761e-46	"1"
"FOS"	2.97583614001151e-50	0.402538176433796	0.639	0.468	8.42042594177656e-46	"1"
"GPR183"	3.01387536808717e-50	0.434514934635406	0.762	0.612	8.52806174153947e-46	"1"
"HOPX"	5.82445780219659e-50	-0.932957313391092	0.042	0.159	1.64808857970955e-45	"1"
"FOSB"	3.45679276118162e-47	0.31905003298506	0.555	0.384	9.78134079703953e-43	"1"
"RGS1"	6.32123296584409e-46	0.491220476042176	0.703	0.548	1.78865608001524e-41	"1"
"MIDN"	1.18088237846854e-45	0.390019725823974	0.323	0.19	3.34142477811457e-41	"1"
"FCRL2"	3.44040735446199e-45	0.347341761603879	0.229	0.117	9.73497665018564e-41	"1"
"PRMT9"	5.0243307449787e-45	0.375192975523661	0.184	0.087	1.42168462759917e-40	"1"
"ACTB"	1.87185741444818e-44	-0.383687958626262	0.981	0.966	5.29660773992258e-40	"1"
"JUN"	8.85945880244394e-44	0.414510033027477	0.689	0.534	2.50687246273954e-39	"1"
"CCR7"	2.83599076674725e-43	0.387323348441629	0.411	0.264	8.02471947358802e-39	"1"
"ITM2C"	4.09417817360784e-43	0.384556795630486	0.2	0.099	1.15848865600407e-38	"1"
"CD72"	5.17580692997333e-43	0.295503878705957	0.158	0.071	1.46454632890525e-38	"1"
"RHOH"	9.39596977481045e-43	0.493932931535952	0.51	0.355	2.65868360748036e-38	"1"
"CD79A"	4.85038906181069e-40	0.251923336079439	0.894	0.786	1.37246608892995e-35	"1"
"BTG2"	2.755840287099e-39	0.357160304751776	0.385	0.249	7.79792567637532e-35	"1"
"C1orf162"	3.34584861878149e-38	0.273548950395277	0.183	0.091	9.46741325170412e-34	"1"
"CXCR5"	3.74137542616186e-36	0.305114255885623	0.196	0.104	1.05865959058676e-31	"1"
"SLC2A3"	4.02060695692824e-36	0.37317777720651	0.471	0.33	1.13767094453241e-31	"1"
"FOXP1"	6.42864724428251e-36	0.280185981578063	0.314	0.191	1.81905002424218e-31	"1"
"CHMP1B"	6.4476032021813e-36	0.384493890154323	0.284	0.171	1.82441380208922e-31	"1"
"JCHAIN"	5.36589533994338e-35	0.288565252173868	0.467	0.322	1.51833374539038e-30	"1"
"CYCS"	5.40370245223678e-35	0.341766745313223	0.567	0.423	1.52903164588492e-30	"1"
"RP1-313I6.12"	8.22066600263722e-35	0.341573205614998	0.284	0.173	2.32611965210623e-30	"1"
"TXNIP"	1.52016069235442e-34	0.286078983611636	0.923	0.831	4.30144669508605e-30	"1"
"HLA-DQA1"	1.55309227586942e-34	-0.435943977172411	0.748	0.766	4.3946299038001e-30	"1"
"HLA-DRB1"	1.59404098141431e-34	-0.379204927374674	0.922	0.906	4.51049836100992e-30	"1"
"CREM"	3.37644987301532e-34	0.356449985480447	0.308	0.192	9.55400256068416e-30	"1"
"SOCS3"	9.77704742436852e-33	0.280955223466578	0.233	0.132	2.76651333919932e-28	"1"
"SARAF"	1.6555455875072e-32	0.282350667432535	0.636	0.493	4.68453179441038e-28	"1"
"BCAS2"	2.51514867407076e-32	0.291134551575203	0.321	0.206	7.11686468815063e-28	"1"
"SKIL"	6.59269420310418e-32	0.338310576705757	0.373	0.252	1.86546875171036e-27	"1"
"SMARCB1"	2.76784467580193e-31	0.287223505284948	0.442	0.31	7.83189329464913e-27	"1"
"PPP1R14B"	4.2032957563892e-31	0.316012513607207	0.147	0.074	1.18936456722789e-26	"1"
"HERPUD1"	4.83725552332134e-31	0.307029172025557	0.719	0.582	1.36874982287901e-26	"1"
"MARCKSL1"	6.74031497821802e-31	0.286568712322961	0.354	0.235	1.90723952623657e-26	"1"
"CD1C"	1.02032094489334e-30	0.273275711616683	0.146	0.073	2.88710014567019e-26	"1"
"SRGN"	4.86265507532436e-29	0.260896606845945	0.725	0.596	1.37593688011378e-24	"1"
"KLF2"	1.35494449188844e-27	0.4034584645346	0.504	0.381	3.83395093424753e-23	"1"
"ITGB1"	1.81652125936322e-27	-0.571573726208656	0.195	0.296	5.14002855549418e-23	"1"
"ATP1B3"	3.22764479261881e-27	0.303329455267712	0.234	0.144	9.13294370519419e-23	"1"
"MYC"	1.15461365294801e-25	0.361016626746094	0.222	0.136	3.26709479238169e-21	"1"
"PDE4B"	2.19089405520392e-25	0.270119747358887	0.337	0.232	6.19935381860502e-21	"1"
"HLA-DQB1"	3.91543941923462e-25	-0.305050977879618	0.858	0.846	1.10791273806663e-20	"1"
"LAPTM5"	1.38318495192401e-24	-0.334831719797906	0.822	0.808	3.91386013996418e-20	"1"
"SAMSN1"	4.80928788382128e-24	0.279181950382053	0.433	0.319	1.36083609960607e-19	"1"
"RHOB"	7.36839867325281e-23	0.271735278966232	0.202	0.123	2.08496208858361e-18	"1"
"AIM1"	9.95879365805253e-23	0.28015143542877	0.219	0.138	2.81794025348254e-18	"1"
"SCPEP1"	5.94231878139897e-22	-0.463916131659409	0.123	0.206	1.68143852238465e-17	"1"
"GADD45B"	9.51310616745331e-22	0.284496512601865	0.268	0.18	2.69182852114259e-17	"1"
"PIM2"	1.4646681339067e-21	0.286076702860778	0.242	0.159	4.14442495170239e-17	"1"
"JUND"	3.71530287439069e-21	0.350997807616546	0.447	0.334	1.05128210133759e-16	"1"
"ARL4A"	7.87814598826214e-21	0.264830950001735	0.253	0.168	2.22920018883865e-16	"1"
"SGK1"	1.13098537303922e-20	0.263684982602559	0.154	0.09	3.20023621155177e-16	"1"
"AL928768.3"	2.15756844442785e-19	-0.618485815752539	0.245	0.329	6.10505567035306e-15	"1"
"S100A10"	2.83827551366715e-18	-0.481710418826262	0.249	0.326	8.03118439347258e-14	"1"
"MS4A1"	2.77620200598038e-17	-0.323247635465925	0.838	0.826	7.85554119612209e-13	"1"
"SSPN"	5.64893225914475e-17	-0.375984971106227	0.098	0.166	1.5984218720476e-12	"1"
"TRAC"	5.68968978476074e-17	-0.471382579232455	0.13	0.198	1.6099546214959e-12	"1"
"ACTG1"	1.14312018815862e-16	-0.317192033123032	0.861	0.831	3.23457288441363e-12	"1"
"TEX9"	5.56927125474041e-16	-0.339047038157887	0.071	0.13	1.57588099424135e-11	"1"
"IGHG1"	9.55642750758971e-16	-0.487455845397749	0.273	0.342	2.70408672754758e-11	"1"
"TSPO"	1.10036480132345e-14	-0.367084191416793	0.148	0.215	3.11359224182483e-10	"1"
"SH3BGRL3"	5.3615052891503e-13	-0.295393823016289	0.655	0.663	1.51709153661797e-08	"1"
"GAPDH"	1.93519172062378e-12	-0.278296192382847	0.799	0.775	5.47581849267704e-08	"1"
"LYPLAL1"	2.71374636300611e-12	-0.312176956302835	0.065	0.113	7.67881670876208e-08	"1"
"SCIMP"	3.94223379522004e-12	-0.356055807996352	0.163	0.221	1.11549447469546e-07	"1"
"UBE2N"	5.32239540986157e-12	-0.347371765813194	0.287	0.341	1.50602500517443e-07	"1"
"ARID5B"	2.49806642072775e-11	-0.346625497805952	0.335	0.396	7.06852874409124e-07	"1"
"CD86"	3.4341631106598e-11	-0.291153792865727	0.073	0.12	9.71730793792297e-07	"1"
"RASGRP3"	2.23572725319793e-10	-0.308627441920796	0.092	0.139	6.32621383564886e-06	"1"
"ADK"	3.08895184505589e-10	-0.250846456016232	0.063	0.105	8.74049814077015e-06	"1"
"MYL12A"	9.79426128769307e-10	-0.256729209498586	0.714	0.699	2.77138417396563e-05	"1"
"PLEK"	3.65456328174969e-09	-0.262558271807889	0.079	0.121	0.000103409522620389	"1"
"ITGB2"	4.41905269063656e-09	-0.292705754696261	0.118	0.163	0.000125041514934252	"1"
"VIM"	1.13283876076408e-08	-0.327306471352489	0.606	0.606	0.000320548055745805	"1"
"RPL10"	6.97181511688805e-94	0.252548283868517	1	0.998	1.97274480547464e-89	"2"
"RGS1"	5.35147353366746e-84	-1.21174961572924	0.386	0.593	1.51425295108654e-79	"2"
"RPS12"	7.1384556471632e-77	0.290645863013123	0.999	0.992	2.0198974099213e-72	"2"
"RPS13"	1.55411050519146e-64	0.25474225225368	0.994	0.98	4.39751108548977e-60	"2"
"CD69"	3.48405080724623e-64	-0.799601782002874	0.601	0.748	9.85847016418392e-60	"2"
"RPL21"	6.88235560060905e-64	0.266770294675418	0.999	0.99	1.94743134074834e-59	"2"
"JUNB"	2.27550452539514e-49	-0.645690247038346	0.618	0.743	6.43876760505809e-45	"2"
"CD83"	1.04186300258381e-44	-0.681946177696356	0.388	0.542	2.94805555211116e-40	"2"
"NR4A2"	3.66419852523587e-44	-0.749196535263347	0.314	0.469	1.03682161470074e-39	"2"
"ZFP36"	1.52540517450735e-35	-0.632070252989776	0.386	0.52	4.31628648178599e-31	"2"
"SRGN"	7.36541261891915e-35	-0.556861691882319	0.511	0.627	2.08411715464936e-30	"2"
"HERPUD1"	4.43641076288633e-34	-0.56411827057034	0.494	0.615	1.25532678946632e-29	"2"
"EEF1B2"	2.15780771989864e-32	0.271132142985649	0.944	0.901	6.10573272422518e-28	"2"
"CXCR4"	5.00372372129818e-32	-0.331469400238046	0.931	0.941	1.41585366417853e-27	"2"
"KLF6"	2.4986753128733e-31	-0.445496287496549	0.623	0.732	7.07025166530629e-27	"2"
"RGS2"	1.34348646212272e-29	-0.736983337798219	0.27	0.393	3.80152929322246e-25	"2"
"HLA-A"	1.19499371842193e-28	-0.262013135324326	0.928	0.933	3.3813542256467e-24	"2"
"NR4A1"	3.7304411327945e-28	-0.591819172881382	0.127	0.242	1.05556562293553e-23	"2"
"DUSP4"	1.13980406102155e-27	-0.579081444888373	0.035	0.121	3.22518957106657e-23	"2"
"BTG1"	1.11890813736273e-26	-0.26904076818357	0.952	0.958	3.16606246548158e-22	"2"
"YPEL5"	4.9087086011318e-26	-0.498203018963681	0.322	0.437	1.38896818577625e-21	"2"
"RP5-887A10.1"	2.22479327958542e-24	0.331682586733748	0.561	0.436	6.2952750639149e-20	"2"
"DUSP2"	2.86536719286217e-24	-0.734158498195474	0.211	0.323	8.1078430089228e-20	"2"
"ZNF331"	2.90903135945007e-24	-0.608889596936661	0.175	0.282	8.23139513469991e-20	"2"
"SAT1"	2.93135284191873e-24	-0.423967707693285	0.631	0.712	8.29455600149323e-20	"2"
"GPR183"	3.32281561323976e-24	-0.441515878001043	0.549	0.643	9.40223905922323e-20	"2"
"MCL1"	1.02927047029009e-22	-0.482584959432772	0.276	0.387	2.91242372273283e-18	"2"
"H3F3B"	5.40076370954081e-21	-0.318297234437103	0.825	0.862	1.52820009925167e-16	"2"
"IGHM"	1.41251169799502e-20	-0.629277481878944	0.304	0.401	3.99684310064671e-16	"2"
"FOS"	2.53039970576767e-20	-0.539778716008358	0.399	0.504	7.16001900744021e-16	"2"
"LDLRAD4"	5.22601916184915e-18	-0.398638405869687	0.105	0.187	1.47875438203684e-13	"2"
"HLA-DQB1"	9.82523812927955e-18	-0.266160922702847	0.823	0.851	2.78014938106094e-13	"2"
"NEAT1"	1.15758794123507e-17	-0.444326417045732	0.448	0.535	3.27551083851876e-13	"2"
"AC079767.4"	1.42131391212636e-17	-0.456801075047972	0.131	0.214	4.02174984575275e-13	"2"
"FCRL5"	2.08704121687963e-17	-0.424694024923867	0.038	0.1	5.90549182728261e-13	"2"
"SLC2A3"	2.45594883956541e-16	-0.377857564143253	0.265	0.36	6.94935283643429e-12	"2"
"CTD-3252C9.4"	5.55517529667616e-16	-0.374609885977435	0.129	0.212	1.57189240194749e-11	"2"
"UBC"	1.09576415353733e-15	-0.256951645210336	0.818	0.837	3.10057424884924e-11	"2"
"VOPP1"	1.45296160003513e-15	-0.316489422052968	0.158	0.245	4.11130014345942e-11	"2"
"FCRL2"	1.83055477249066e-15	-0.320111038352887	0.072	0.14	5.17973778423958e-11	"2"
"PHACTR1"	2.87594273410019e-15	-0.459822333086628	0.092	0.163	8.13776756040991e-11	"2"
"SUB1"	5.95947929379577e-15	-0.374526810344064	0.395	0.481	1.68629426097245e-10	"2"
"DUSP1"	8.26714519963968e-15	-0.328683478480274	0.765	0.809	2.33927140569005e-10	"2"
"TAGLN2"	1.42113500028169e-14	-0.303661506273731	0.345	0.438	4.02124359679708e-10	"2"
"ADGRE5"	1.82002690271194e-14	-0.327153623142551	0.146	0.226	5.1499481239137e-10	"2"
"TCF4"	2.44366092860124e-14	-0.340362028139042	0.228	0.314	6.91458296357006e-10	"2"
"LY9"	4.67968288337508e-14	-0.373471485890817	0.268	0.352	1.32416306867981e-09	"2"
"CD44"	6.36819964530099e-14	-0.307272841222452	0.428	0.506	1.80194577163437e-09	"2"
"CYTIP"	8.97206197465073e-14	-0.300052170641339	0.467	0.546	2.53873465634717e-09	"2"
"SARAF"	9.40711321677817e-14	-0.281347676507028	0.444	0.522	2.66183675581955e-09	"2"
"JUND"	1.6753316204283e-13	-0.486376933167742	0.27	0.36	4.74051835316392e-09	"2"
"PTPN7"	2.84771674932159e-13	-0.288213954811902	0.103	0.172	8.05789931388037e-09	"2"
"NFKBID"	5.13598718150787e-13	-0.388017904961833	0.137	0.207	1.45327893287947e-08	"2"
"FOSB"	1.37714066339968e-12	-0.361233335140745	0.336	0.417	3.89675722115574e-08	"2"
"SAMSN1"	1.50165624267738e-12	-0.293272860591663	0.262	0.344	4.24908650427992e-08	"2"
"IDS"	1.97735584564981e-12	-0.309491413178619	0.259	0.338	5.59512610085071e-08	"2"
"KDM6B"	2.25551385471003e-12	-0.29509418522366	0.118	0.187	6.38220200328751e-08	"2"
"IFNGR1"	2.83741705068883e-12	-0.272644368109084	0.104	0.169	8.02875528662912e-08	"2"
"GRN"	3.00561693297342e-12	-0.311753667698399	0.17	0.246	8.5046936735416e-08	"2"
"MAP3K8"	6.36620355638373e-12	-0.316726340449763	0.112	0.176	1.80138095831434e-07	"2"
"LSP1"	1.09581350655428e-11	-0.268875307704519	0.389	0.47	3.100713898146e-07	"2"
"BTG2"	1.11663067801839e-11	-0.30793059089782	0.2	0.276	3.15961816652082e-07	"2"
"CREM"	1.15650423600351e-11	-0.321723777962051	0.147	0.216	3.27244438619554e-07	"2"
"CCDC50"	1.5668893604458e-11	-0.277318898532818	0.226	0.304	4.43367013431744e-07	"2"
"CAPG"	1.7382630449024e-11	-0.278850938172769	0.272	0.352	4.91858911185584e-07	"2"
"FAM46C"	2.03320854159743e-11	-0.264581585463401	0.081	0.138	5.75316688930409e-07	"2"
"SRSF2"	2.34562057837941e-11	-0.275786609832805	0.334	0.415	6.63716798858239e-07	"2"
"RP5-1171I10.5"	3.45879183755996e-11	-0.305494989601234	0.098	0.157	9.78699738355965e-07	"2"
"SRSF7"	6.08898889766267e-11	-0.260373660620691	0.478	0.543	1.72294029848263e-06	"2"
"RASGEF1B"	7.42080726684093e-11	-0.264964874975996	0.109	0.17	2.09979162422531e-06	"2"
"ENTPD1"	9.50692207703749e-11	-0.257608629043842	0.08	0.135	2.69007867091853e-06	"2"
"JUN"	1.06858084899315e-10	-0.381514101817936	0.496	0.564	3.02365637031101e-06	"2"
"SOCS3"	1.11079221990416e-10	-0.274309824001682	0.096	0.153	3.14309766544081e-06	"2"
"PRDX1"	1.33028280696763e-10	-0.305407213647656	0.273	0.346	3.7641682305956e-06	"2"
"BCAS2"	3.40926435221511e-10	-0.280664854823599	0.164	0.229	9.64685441102788e-06	"2"
"DBI"	3.77838970199999e-10	-0.259306642181468	0.217	0.288	1.06913315007792e-05	"2"
"HLA-DRB1"	4.11956332806551e-10	-0.277838706380841	0.916	0.907	1.16567163930942e-05	"2"
"ACP5"	4.16779469086444e-10	-0.263751234921172	0.154	0.219	1.179319185727e-05	"2"
"TYMP"	5.86504861988073e-10	-0.28833704408725	0.199	0.265	1.65957415748145e-05	"2"
"HCST"	7.74109228847983e-10	-0.279337372174628	0.14	0.201	2.19041947394825e-05	"2"
"EIF4A1"	8.88531774586779e-10	-0.296258180268708	0.226	0.292	2.51418950937075e-05	"2"
"PPP1R15A"	3.38499447278279e-09	-0.258398013724099	0.438	0.498	9.57818036018618e-05	"2"
"RGCC"	3.67857871376706e-09	-0.423213218153238	0.12	0.173	0.000104089063284753	"2"
"SELK"	4.52966226229347e-09	-0.256406456269745	0.234	0.3	0.000128171323373856	"2"
"BIRC3"	4.66473201442725e-09	-0.260515739748714	0.362	0.428	0.000131993257080233	"2"
"PDE4B"	1.16021760375211e-08	-0.255137234274492	0.191	0.254	0.000328295173157697	"2"
"HLA-DQA1"	1.42730783774644e-08	-0.272958120004733	0.752	0.765	0.000403871025768732	"2"
"IGHD"	1.42748133688509e-08	-0.297717569054283	0.111	0.163	0.000403920119085005	"2"
"HOPX"	2.06590399815961e-08	-0.371603179255481	0.1	0.148	0.000584568195319244	"2"
"MYC"	2.65852321831194e-08	-0.396434754752088	0.105	0.154	0.000752255729853545	"2"
"KLF2"	3.29912615368704e-08	-0.330348016111214	0.341	0.406	0.000933520736447285	"2"
"ACTB"	2.39234928532385e-62	0.336920274605864	0.992	0.965	6.76939153775237e-58	"3"
"HOPX"	3.45174583405817e-60	0.684979617123675	0.273	0.127	9.76706001205101e-56	"3"
"IGHM"	1.8672462278124e-51	-1.02495105394132	0.245	0.408	5.28355992621796e-47	"3"
"JUNB"	4.10523913067784e-45	-0.720375002323646	0.657	0.738	1.1616184644166e-40	"3"
"CD69"	3.7133454066693e-42	-0.764883376228477	0.669	0.74	1.05072821627115e-37	"3"
"ITGB1"	8.43956806950896e-41	0.522738424899509	0.413	0.266	2.38806018094826e-36	"3"
"BTG1"	3.92325534880989e-37	-0.345171906430459	0.964	0.957	1.11012433349925e-32	"3"
"CD83"	6.21146948645552e-37	-0.66186673685447	0.41	0.538	1.75759740588745e-32	"3"
"HLA-DRB1"	7.76192671353654e-37	0.309916971890627	0.964	0.901	2.1963147828623e-32	"3"
"TRAC"	3.84416731176058e-32	0.478671508337671	0.292	0.176	1.08774558253577e-27	"3"
"SELL"	5.08345078145047e-31	0.420190118263639	0.511	0.384	1.43841323311923e-26	"3"
"AC079767.4"	6.8629420839168e-31	-0.640215752224876	0.101	0.218	1.9419380920651e-26	"3"
"UBE2N"	1.80346183395085e-29	0.390625829188351	0.448	0.32	5.10307560534733e-25	"3"
"COCH"	2.58786792990936e-29	0.286193155014781	0.108	0.045	7.32263109447153e-25	"3"
"DUSP1"	2.46306114125922e-26	-0.431331863742771	0.768	0.808	6.96947780530709e-22	"3"
"SSPN"	2.67582925548093e-26	0.356659276705086	0.245	0.146	7.57152646130885e-22	"3"
"LYPLAL1"	3.66383424646873e-26	0.325513774225596	0.18	0.097	1.03671853838079e-21	"3"
"LAPTM5"	1.71134567864716e-25	0.272405742298253	0.887	0.801	4.84242373229999e-21	"3"
"FOS"	3.21471050620616e-25	-0.653610068748808	0.405	0.503	9.09634484836094e-21	"3"
"HLA-DQA1"	5.78367559995376e-24	0.254179232036654	0.86	0.752	1.63654884776292e-19	"3"
"H3F3B"	1.06900782437154e-23	-0.333693314770271	0.854	0.859	3.0248645398417e-19	"3"
"ZFP36"	2.14289434019019e-23	-0.60817282937256	0.425	0.515	6.06353382500216e-19	"3"
"RGS2"	5.79892884712803e-23	-0.677604692047458	0.287	0.39	1.64086490658335e-18	"3"
"GSTK1"	3.92053775115703e-22	0.28959384636468	0.425	0.314	1.10935536206739e-17	"3"
"DUSP2"	4.5557817104431e-22	-0.72142217982701	0.217	0.322	1.28910399278698e-17	"3"
"RGS1"	3.01361749810862e-21	-0.669886605015379	0.508	0.577	8.52733207264815e-17	"3"
"TEX9"	3.402161345772e-21	0.28097607040805	0.192	0.113	9.62675574399644e-17	"3"
"CD99"	4.57717261264294e-21	0.285491139772335	0.476	0.357	1.29515676247345e-16	"3"
"CPNE5"	5.13010122813349e-21	0.27251583831513	0.14	0.074	1.45161344351265e-16	"3"
"NR4A2"	1.06663132317948e-20	-0.526827606134279	0.365	0.462	3.01813999206865e-16	"3"
"SCPEP1"	1.00287066990983e-19	0.302854852204746	0.277	0.185	2.83772284757685e-15	"3"
"FOSB"	1.27699388980908e-19	-0.510472308829551	0.325	0.417	3.61338191060378e-15	"3"
"ZNF331"	1.21088032247446e-18	-0.620157414533445	0.19	0.28	3.42630696047373e-14	"3"
"IGHG1"	6.51179645612353e-18	0.306531473889448	0.417	0.322	1.84257792522471e-13	"3"
"CCDC167"	8.13963108079563e-18	0.262576892535117	0.164	0.097	2.30319001062193e-13	"3"
"EMP3"	5.50121594002494e-17	0.261094481669815	0.451	0.347	1.55662406238946e-12	"3"
"SAT1"	8.97717312483853e-17	-0.464491429519175	0.678	0.706	2.54018090740431e-12	"3"
"YPEL5"	3.52686171867297e-16	-0.439110151459801	0.353	0.433	9.97960791915704e-12	"3"
"LY9"	5.52208565476754e-16	-0.433562680835517	0.267	0.352	1.56252935687302e-11	"3"
"AL928768.3"	1.86194347655333e-15	0.437258154791923	0.394	0.308	5.2685552612553e-11	"3"
"GPR183"	1.92259511043426e-15	-0.368509328949166	0.576	0.64	5.44017512448479e-11	"3"
"PMAIP1"	1.73692244731114e-14	-0.47660616675936	0.207	0.289	4.9147957569116e-10	"3"
"AIM2"	2.68623071914965e-14	0.26844585015142	0.317	0.234	7.60095844290584e-10	"3"
"NR4A1"	3.35057981580087e-14	-0.457606651233811	0.16	0.238	9.48080064679015e-10	"3"
"PHACTR1"	5.44581152202825e-14	-0.383668398825422	0.093	0.162	1.54094682827311e-09	"3"
"ANXA6"	2.88469192308737e-13	0.254837276292328	0.361	0.279	8.16252426556801e-09	"3"
"BIN2"	3.74823393213666e-13	0.265404797487769	0.142	0.088	1.06060027343739e-08	"3"
"PRMT9"	4.70053633016662e-13	-0.329014728738589	0.051	0.107	1.33006375998395e-08	"3"
"CREM"	1.01010913216061e-12	-0.436508827292088	0.146	0.215	2.85820480036166e-08	"3"
"FCRL2"	1.08208433500974e-12	-0.338011443675041	0.078	0.139	3.06186583434356e-08	"3"
"VPS37B"	1.1685561921888e-12	-0.326575249206276	0.123	0.191	3.30654660141743e-08	"3"
"JUN"	4.67072820332219e-12	-0.495397187706857	0.51	0.562	1.32162925241205e-07	"3"
"KDM6B"	1.00389463849062e-11	-0.33174448296002	0.122	0.186	2.84062026907306e-07	"3"
"RASGEF1B"	1.18763064425043e-11	-0.352095107151466	0.108	0.17	3.36051967097102e-07	"3"
"CLN8"	1.87382620363007e-11	-0.308889392264487	0.059	0.111	5.30217862579165e-07	"3"
"RNASE6"	3.24059810550913e-11	-0.30988779806461	0.146	0.213	9.16959639934863e-07	"3"
"NFKBID"	1.0742375211458e-10	-0.32533743050454	0.142	0.206	3.03966248983415e-06	"3"
"MYC"	1.76998443522935e-10	-0.494328105712045	0.099	0.154	5.00834795792496e-06	"3"
"ZFP36L2"	1.81580854726828e-10	-0.295085435439253	0.716	0.739	5.13801186535032e-06	"3"
"LDLRAD4"	2.00313568783995e-10	-0.379927715190476	0.126	0.184	5.66807274231194e-06	"3"
